,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,tenure-grp,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,SeniorCitizen_0,SeniorCitizen_1,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
6734,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,50.25,593.75,1,1-12,0,1,1,0,1,0,1,0,1,0,0,0
6735,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,87.25,6328.7,0,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
6736,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,20.8,1411.9,0,61 - 72,0,1,0,1,0,1,1,0,0,0,0,1
6737,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,109.25,6841.4,0,61 - 72,1,0,0,1,1,0,1,0,1,0,0,0
6738,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.35,20.35,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
6739,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,55.9,238.5,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
6740,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,79.2,3233.85,1,37 - 48,1,0,1,0,1,0,0,1,0,1,0,0
6741,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,96,1062.1,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
6742,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,79.2,4016.3,0,49 - 60,0,1,0,1,0,1,1,0,0,0,1,0
6743,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,24,226.55,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
6744,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,101.35,7110.75,0,61 - 72,0,1,1,0,1,0,1,0,1,0,0,0
6745,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,100.1,5440.9,1,49 - 60,1,0,1,0,1,0,1,0,0,0,1,0
6746,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,56.5,235.1,1,1-12,1,0,0,1,0,1,1,0,0,0,0,1
6747,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,35.45,1958.95,0,49 - 60,1,0,0,1,1,0,1,0,0,0,0,1
6748,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,85,85,1,1-12,1,0,1,0,1,0,0,1,0,0,1,0
6749,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,79.4,5528.9,0,61 - 72,0,1,0,1,1,0,1,0,1,0,0,0
6750,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,35.2,1463.7,0,37 - 48,0,1,1,0,1,0,1,0,0,1,0,0
6751,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.65,1025.05,0,49 - 60,0,1,1,0,1,0,1,0,0,0,0,1
6752,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,49.85,552.1,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
6753,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,68.75,3815.4,0,49 - 60,1,0,0,1,0,1,1,0,1,0,0,0
6755,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,79.9,3313.4,0,37 - 48,0,1,1,0,1,0,1,0,0,0,1,0
6756,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,89.75,1938.9,0,13 - 24,0,1,0,1,1,0,0,1,1,0,0,0
6757,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,59.3,3014.65,1,49 - 60,0,1,0,1,0,1,1,0,0,0,1,0
6758,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,19.4,460.25,0,25 - 36,0,1,1,0,1,0,1,0,0,1,0,0
6759,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,93.65,4839.15,0,49 - 60,0,1,0,1,1,0,0,1,1,0,0,0
6760,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,49.4,184.4,1,1-12,0,1,1,0,0,1,1,0,0,0,1,0
6761,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,19.9,19.9,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
6762,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,55,2010.55,1,25 - 36,0,1,1,0,1,0,1,0,0,0,0,1
6763,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,72.9,5139.65,0,61 - 72,0,1,0,1,0,1,0,1,1,0,0,0
6764,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,69.2,69.2,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
6765,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,25.6,1673.4,0,61 - 72,1,0,0,1,0,1,1,0,1,0,0,0
6766,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.75,309.35,0,13 - 24,0,1,0,1,0,1,1,0,0,0,0,1
6767,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,55.7,3171.6,0,49 - 60,0,1,0,1,1,0,1,0,0,0,1,0
6768,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,117.5,8670.1,0,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
6769,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.85,916,0,37 - 48,0,1,1,0,1,0,1,0,0,1,0,0
6770,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,78.9,299.75,0,1-12,1,0,0,1,0,1,1,0,0,0,0,1
6771,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,20.65,702.05,0,25 - 36,0,1,0,1,0,1,1,0,0,0,1,0
6772,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,62.3,2354.8,1,37 - 48,0,1,1,0,1,0,1,0,0,0,0,1
6773,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,92.5,3473.4,1,37 - 48,0,1,0,1,1,0,0,1,0,0,1,0
6774,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.65,19.65,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
6775,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,79.75,4438.2,0,49 - 60,0,1,1,0,1,0,0,1,1,0,0,0
6776,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,79.95,4819.75,0,61 - 72,1,0,0,1,1,0,0,1,0,1,0,0
6777,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,29.9,92.25,0,1-12,0,1,0,1,1,0,1,0,0,0,1,0
6778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,19.75,1567,0,61 - 72,1,0,1,0,0,1,1,0,0,0,0,1
6779,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,45,1242.45,0,25 - 36,0,1,1,0,0,1,1,0,0,0,0,1
6780,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,44.8,559.2,0,13 - 24,0,1,0,1,0,1,1,0,1,0,0,0
6781,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,69.65,220.1,1,1-12,0,1,1,0,0,1,1,0,0,0,1,0
6782,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,51.1,531.15,0,1-12,1,0,1,0,1,0,1,0,0,0,1,0
6783,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,53.15,1183.2,0,13 - 24,1,0,1,0,0,1,1,0,0,0,0,1
6784,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,24.7,465.85,0,13 - 24,1,0,1,0,1,0,1,0,1,0,0,0
6785,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,111.6,6876.05,1,61 - 72,0,1,1,0,1,0,1,0,0,1,0,0
6786,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,48.55,501,1,1-12,1,0,1,0,1,0,1,0,0,1,0,0
6787,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,109.95,3782.4,0,25 - 36,0,1,0,1,0,1,1,0,0,0,1,0
6788,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.8,460.2,0,25 - 36,0,1,1,0,0,1,1,0,0,0,0,1
6789,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,20.2,20.2,1,1-12,1,0,1,0,1,0,1,0,0,0,0,1
6790,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,25.6,1790.35,0,61 - 72,1,0,1,0,1,0,1,0,1,0,0,0
6791,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,39.65,733.35,1,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
6792,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,24.9,1334,1,49 - 60,0,1,1,0,1,0,1,0,0,0,1,0
6793,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,108.4,7767.25,0,61 - 72,0,1,0,1,0,1,1,0,0,1,0,0
6794,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.55,876.15,0,37 - 48,0,1,1,0,1,0,1,0,0,0,0,1
6795,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,85.1,4600.95,0,49 - 60,1,0,0,1,0,1,1,0,0,0,1,0
6796,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,56.7,113.55,1,1-12,0,1,0,1,0,1,1,0,0,0,0,1
6797,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,69.05,1793.25,0,25 - 36,0,1,1,0,1,0,1,0,0,0,0,1
6798,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,70.15,886.7,0,13 - 24,1,0,1,0,1,0,1,0,0,0,0,1
6799,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,111.15,7737.55,0,61 - 72,1,0,1,0,1,0,1,0,0,0,0,1
6800,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,105.95,1348.9,1,13 - 24,1,0,0,1,1,0,1,0,0,0,0,1
6801,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,89.35,1686.85,0,13 - 24,1,0,0,1,0,1,1,0,1,0,0,0
6802,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,89.1,1879.25,0,13 - 24,1,0,1,0,1,0,1,0,1,0,0,0
6803,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,91.25,4013.8,0,37 - 48,0,1,0,1,0,1,1,0,0,1,0,0
6804,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,90.35,434.5,0,1-12,0,1,0,1,0,1,1,0,0,0,0,1
6805,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,105.55,7195.35,0,61 - 72,1,0,0,1,1,0,0,1,1,0,0,0
6806,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.1,780.1,0,37 - 48,1,0,0,1,1,0,1,0,0,0,0,1
6807,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,20.4,107.6,0,1-12,0,1,0,1,0,1,1,0,0,1,0,0
6808,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,100.45,3801.7,0,37 - 48,0,1,1,0,1,0,1,0,0,0,1,0
6809,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,74.95,308.7,1,1-12,0,1,0,1,1,0,0,1,0,0,1,0
6810,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,29.7,438.25,1,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
6811,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,50.35,50.35,1,1-12,0,1,0,1,1,0,1,0,0,0,1,0
6812,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,85.7,3778.1,0,37 - 48,1,0,1,0,1,0,0,1,1,0,0,0
6813,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,47.85,3147.5,1,61 - 72,1,0,0,1,1,0,1,0,0,0,1,0
6814,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,94,5438.95,0,49 - 60,1,0,0,1,1,0,0,1,0,1,0,0
6815,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,69.85,5102.35,0,61 - 72,0,1,0,1,0,1,1,0,1,0,0,0
6816,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,70.3,70.3,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
6817,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25.85,1872.2,0,61 - 72,0,1,0,1,1,0,1,0,0,1,0,0
6818,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,71.1,213.35,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
6819,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,98.8,5617.75,1,49 - 60,0,1,1,0,1,0,0,1,0,0,1,0
6820,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,93.35,5386.5,0,49 - 60,1,0,0,1,1,0,1,0,0,0,1,0
6821,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,99.85,1776.95,1,13 - 24,1,0,1,0,1,0,1,0,1,0,0,0
6822,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,80.3,2483.05,1,25 - 36,0,1,0,1,1,0,0,1,0,1,0,0
6823,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,50.55,235.65,0,1-12,1,0,1,0,1,0,1,0,1,0,0,0
6824,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,80.45,5224.35,1,61 - 72,1,0,1,0,1,0,0,1,0,1,0,0
6825,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,81.3,2272.8,0,25 - 36,0,1,1,0,1,0,1,0,0,0,1,0
6826,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,20.7,83.75,0,1-12,0,1,1,0,1,0,1,0,0,1,0,0
6827,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,79.05,4663.4,0,49 - 60,0,1,0,1,0,1,1,0,0,1,0,0
6828,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.05,201.7,0,1-12,1,0,0,1,0,1,1,0,0,0,0,1
6829,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.6,125,0,1-12,0,1,0,1,0,1,1,0,0,1,0,0
6830,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,20.2,684.4,0,25 - 36,0,1,1,0,1,0,1,0,0,0,0,1
6831,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,86.8,620.35,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
6832,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.9,1146.05,0,49 - 60,1,0,0,1,0,1,1,0,0,0,0,1
6833,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,103.6,1806.35,0,13 - 24,1,0,1,0,1,0,0,1,0,1,0,0
6834,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,38.8,603,0,13 - 24,1,0,1,0,1,0,1,0,0,0,0,1
6835,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,88.4,5798.3,0,61 - 72,0,1,0,1,1,0,1,0,1,0,0,0
6836,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,84.2,519.15,1,1-12,0,1,0,1,1,0,0,1,0,0,1,0
6837,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,79.7,497.6,0,1-12,0,1,1,0,1,0,0,1,0,0,1,0
6838,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,99,1301.7,1,13 - 24,0,1,1,0,1,0,1,0,0,0,0,1
6839,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,100.75,1129.75,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
6840,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,19.3,19.3,0,1-12,0,1,1,0,0,1,1,0,0,0,0,1
6841,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,55.75,266.95,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
6842,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,19.95,257,0,13 - 24,0,1,1,0,1,0,1,0,0,0,0,1
6843,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,91.75,865.8,1,1-12,1,0,0,1,1,0,1,0,1,0,0,0
6844,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,89.65,2623.65,0,25 - 36,0,1,1,0,1,0,1,0,0,0,0,1
6845,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,45.85,45.85,0,1-12,0,1,1,0,1,0,0,1,0,0,0,1
6846,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,79.55,79.55,1,1-12,1,0,1,0,1,0,1,0,0,0,0,1
6847,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,55.95,1082.8,0,13 - 24,1,0,0,1,0,1,1,0,0,0,0,1
6848,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,69,147.8,0,1-12,1,0,0,1,1,0,1,0,0,1,0,0
6849,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,83.55,2570.2,0,25 - 36,0,1,0,1,0,1,1,0,1,0,0,0
6850,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,65.7,4378.9,0,61 - 72,0,1,1,0,0,1,1,0,1,0,0,0
6851,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,94.9,3616.25,0,37 - 48,0,1,0,1,0,1,1,0,1,0,0,0
6852,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,61.9,2924.05,0,37 - 48,0,1,0,1,0,1,1,0,0,0,0,1
6853,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,111.1,6014.85,1,49 - 60,1,0,1,0,1,0,1,0,0,0,1,0
6854,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20,32.7,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
6855,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,67.7,2882.25,0,37 - 48,1,0,1,0,1,0,1,0,0,0,0,1
6856,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25.15,1509.9,0,49 - 60,1,0,0,1,0,1,1,0,0,1,0,0
6857,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,92.85,5305.05,0,49 - 60,0,1,0,1,0,1,1,0,0,0,1,0
6858,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,89.1,2368.4,1,25 - 36,1,0,0,1,0,1,1,0,0,0,1,0
6859,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,111.3,7985.9,0,61 - 72,1,0,1,0,1,0,1,0,0,0,0,1
6860,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,101.9,3545.35,1,37 - 48,1,0,1,0,1,0,1,0,1,0,0,0
6861,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,91.65,1301,1,13 - 24,1,0,0,1,0,1,1,0,0,0,1,0
6862,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,88.85,372.45,1,1-12,1,0,1,0,1,0,0,1,0,0,1,0
6863,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,60.6,2985.25,0,37 - 48,1,0,0,1,1,0,1,0,1,0,0,0
6864,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,25.3,77.75,1,1-12,1,0,1,0,1,0,0,1,0,0,1,0
6865,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,65.5,564.35,0,1-12,1,0,0,1,1,0,1,0,0,0,0,1
6866,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.45,95.45,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
6867,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.95,1311.75,0,61 - 72,0,1,1,0,1,0,1,0,1,0,0,0
6868,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,91.1,1135.7,1,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
6869,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,54.15,2319.8,1,37 - 48,1,0,0,1,0,1,1,0,0,1,0,0
6870,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,74.6,3720.35,0,49 - 60,0,1,1,0,1,0,1,0,1,0,0,0
6871,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,94.6,5025.8,0,49 - 60,1,0,0,1,1,0,1,0,1,0,0,0
6872,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,81.15,5224.5,0,61 - 72,1,0,0,1,1,0,1,0,0,1,0,0
6873,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,89.05,6185.8,0,61 - 72,1,0,0,1,0,1,1,0,1,0,0,0
6874,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,49.2,1498.55,0,25 - 36,1,0,0,1,1,0,1,0,0,0,0,1
6875,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.45,1208.6,0,61 - 72,1,0,0,1,1,0,1,0,0,1,0,0
6876,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,104.3,6613.65,0,61 - 72,1,0,0,1,1,0,1,0,0,0,1,0
6877,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,69.7,69.7,1,1-12,1,0,1,0,1,0,1,0,1,0,0,0
6878,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,89.5,573.3,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
6879,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,86.05,1818.9,0,13 - 24,1,0,0,1,1,0,1,0,0,0,1,0
6880,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25.2,1787.35,0,61 - 72,1,0,0,1,0,1,1,0,1,0,0,0
6881,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,35.15,1051.05,0,25 - 36,1,0,0,1,0,1,1,0,0,0,1,0
6882,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,99.65,7181.25,0,61 - 72,1,0,1,0,1,0,0,1,0,1,0,0
6883,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.35,3688.6,0,25 - 36,1,0,1,0,0,1,1,0,1,0,0,0
6884,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,35.15,99.75,1,1-12,0,1,0,1,1,0,1,0,0,0,1,0
6885,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,73.75,871.4,1,1-12,0,1,1,0,0,1,1,0,0,1,0,0
6886,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,101.35,780.5,1,1-12,1,0,1,0,1,0,0,1,0,0,1,0
6887,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,24.3,821.6,0,25 - 36,1,0,0,1,0,1,1,0,1,0,0,0
6888,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,80.7,239.45,0,1-12,1,0,0,1,0,1,1,0,0,0,1,0
6889,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,89.85,244.45,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
6890,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,61.1,3357.9,0,49 - 60,0,1,1,0,1,0,1,0,0,0,1,0
6891,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,29.05,129.6,0,1-12,1,0,0,1,1,0,1,0,0,0,1,0
6892,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,99.7,4977.2,0,37 - 48,1,0,0,1,0,1,1,0,1,0,0,0
6893,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,55.9,365.35,1,1-12,1,0,0,1,0,1,1,0,0,1,0,0
6894,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.9,334.65,1,1-12,0,1,0,1,1,0,0,1,0,0,1,0
6895,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,46,2424.05,0,49 - 60,0,1,0,1,0,1,1,0,0,1,0,0
6896,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,43.95,43.95,1,1-12,1,0,1,0,1,0,1,0,0,0,0,1
6897,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,80.4,4981.15,0,61 - 72,0,1,1,0,1,0,1,0,1,0,0,0
6898,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,100.05,2090.25,0,13 - 24,0,1,0,1,0,1,1,0,0,0,0,1
6899,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,45.1,45.1,1,1-12,0,1,1,0,1,0,1,0,1,0,0,0
